Case 2, Seed 19
Format: series_name, timestep, value, change_elements
series_0, 34, 166.328, [{'element': 'Workload', 'frequency': '30', 'mean': '2.0000', 'std': '0.200000'}, {'element': 'W/index', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'W/login', 'mean': '0.7741', 'std': '0.0077'}, {'element': 'W/loginAction', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'W/category', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'W/product', 'mean': '3.5248', 'std': '0.0352'}, {'element': 'W/logout', 'mean': '0.3157', 'std': '0.0032'}, {'element': 'P/categories_index', 'mean': '1.2326', 'std': '0.0123'}, {'element': 'P/categories_login', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'A/login_loginAction', 'mean': '0.3157', 'std': '0.0032'}, {'element': 'P/category_category', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'P/getProduct_product', 'mean': '0.7741', 'std': '0.0077'}, {'element': 'A/logout_logout', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'A/isLoggedIn_index', 'mean': '0.3157', 'std': '0.0032'}, {'element': 'I/icon_login', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'P/getUser_loginAction', 'mean': '0.7741', 'std': '0.0077'}, {'element': 'I/productImages_category', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'R/getAds_product', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'P/category_logout', 'mean': '3.5248', 'std': '0.0352'}, {'element': 'I/icon_index', 'mean': '0.7741', 'std': '0.0077'}, {'element': 'A/isLoggedIn_login', 'mean': '0.7741', 'std': '0.0077'}, {'element': 'I/icon_loginAction', 'mean': '0.3157', 'std': '0.0032'}, {'element': 'A/isLoggedIn_category', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'I/product_product', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'I/icon_logout', 'mean': '3.0664', 'std': '0.0307'}, {'element': 'A/isLoggedIn_product', 'mean': '1.2326', 'std': '0.0123'}]
series_0, 54, 57.8706, [{'element': 'Workload', 'frequency': '30', 'mean': '2.0000', 'std': '0.200000'}, {'element': 'W/index', 'mean': '1.2326', 'std': '0.0123'}, {'element': 'W/login', 'mean': '3.5248', 'std': '0.0352'}, {'element': 'W/loginAction', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'W/category', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'W/product', 'mean': '0.7741', 'std': '0.0077'}, {'element': 'W/logout', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'P/categories_index', 'mean': '1.2326', 'std': '0.0123'}, {'element': 'P/categories_login', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'A/login_loginAction', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'P/category_category', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'P/getProduct_product', 'mean': '0.7741', 'std': '0.0077'}, {'element': 'A/logout_logout', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'A/isLoggedIn_index', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'I/icon_login', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'P/getUser_loginAction', 'mean': '0.7741', 'std': '0.0077'}, {'element': 'I/productImages_category', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'R/getAds_product', 'mean': '0.3157', 'std': '0.0032'}, {'element': 'P/category_logout', 'mean': '3.5248', 'std': '0.0352'}, {'element': 'I/icon_index', 'mean': '0.7741', 'std': '0.0077'}, {'element': 'A/isLoggedIn_login', 'mean': '0.7741', 'std': '0.0077'}, {'element': 'I/icon_loginAction', 'mean': '0.3157', 'std': '0.0032'}, {'element': 'A/isLoggedIn_category', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'I/product_product', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'I/icon_logout', 'mean': '3.0664', 'std': '0.0307'}, {'element': 'A/isLoggedIn_product', 'mean': '1.2326', 'std': '0.0123'}]
series_1, 34, 168.487, [{'element': 'Workload', 'frequency': '30', 'mean': '2.0000', 'std': '0.200000'}, {'element': 'W/index', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'W/login', 'mean': '0.7741', 'std': '0.0077'}, {'element': 'W/loginAction', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'W/category', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'W/product', 'mean': '3.5248', 'std': '0.0352'}, {'element': 'W/logout', 'mean': '0.3157', 'std': '0.0032'}, {'element': 'P/categories_index', 'mean': '1.2326', 'std': '0.0123'}, {'element': 'P/categories_login', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'A/login_loginAction', 'mean': '0.3157', 'std': '0.0032'}, {'element': 'P/category_category', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'P/getProduct_product', 'mean': '0.7741', 'std': '0.0077'}, {'element': 'A/logout_logout', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'A/isLoggedIn_index', 'mean': '0.3157', 'std': '0.0032'}, {'element': 'I/icon_login', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'P/getUser_loginAction', 'mean': '0.7741', 'std': '0.0077'}, {'element': 'I/productImages_category', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'R/getAds_product', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'P/category_logout', 'mean': '3.5248', 'std': '0.0352'}, {'element': 'I/icon_index', 'mean': '0.7741', 'std': '0.0077'}, {'element': 'A/isLoggedIn_login', 'mean': '0.7741', 'std': '0.0077'}, {'element': 'I/icon_loginAction', 'mean': '0.3157', 'std': '0.0032'}, {'element': 'A/isLoggedIn_category', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'I/product_product', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'I/icon_logout', 'mean': '3.0664', 'std': '0.0307'}, {'element': 'A/isLoggedIn_product', 'mean': '1.2326', 'std': '0.0123'}]
series_1, 54, 58.846, [{'element': 'Workload', 'frequency': '30', 'mean': '2.0000', 'std': '0.200000'}, {'element': 'W/index', 'mean': '1.2326', 'std': '0.0123'}, {'element': 'W/login', 'mean': '3.5248', 'std': '0.0352'}, {'element': 'W/loginAction', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'W/category', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'W/product', 'mean': '0.7741', 'std': '0.0077'}, {'element': 'W/logout', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'P/categories_index', 'mean': '1.2326', 'std': '0.0123'}, {'element': 'P/categories_login', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'A/login_loginAction', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'P/category_category', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'P/getProduct_product', 'mean': '0.7741', 'std': '0.0077'}, {'element': 'A/logout_logout', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'A/isLoggedIn_index', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'I/icon_login', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'P/getUser_loginAction', 'mean': '0.7741', 'std': '0.0077'}, {'element': 'I/productImages_category', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'R/getAds_product', 'mean': '0.3157', 'std': '0.0032'}, {'element': 'P/category_logout', 'mean': '3.5248', 'std': '0.0352'}, {'element': 'I/icon_index', 'mean': '0.7741', 'std': '0.0077'}, {'element': 'A/isLoggedIn_login', 'mean': '0.7741', 'std': '0.0077'}, {'element': 'I/icon_loginAction', 'mean': '0.3157', 'std': '0.0032'}, {'element': 'A/isLoggedIn_category', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'I/product_product', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'I/icon_logout', 'mean': '3.0664', 'std': '0.0307'}, {'element': 'A/isLoggedIn_product', 'mean': '1.2326', 'std': '0.0123'}]
series_2, 34, 166.427, [{'element': 'Workload', 'frequency': '30', 'mean': '2.0000', 'std': '0.200000'}, {'element': 'W/index', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'W/login', 'mean': '0.7741', 'std': '0.0077'}, {'element': 'W/loginAction', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'W/category', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'W/product', 'mean': '3.5248', 'std': '0.0352'}, {'element': 'W/logout', 'mean': '0.3157', 'std': '0.0032'}, {'element': 'P/categories_index', 'mean': '1.2326', 'std': '0.0123'}, {'element': 'P/categories_login', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'A/login_loginAction', 'mean': '0.3157', 'std': '0.0032'}, {'element': 'P/category_category', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'P/getProduct_product', 'mean': '0.7741', 'std': '0.0077'}, {'element': 'A/logout_logout', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'A/isLoggedIn_index', 'mean': '0.3157', 'std': '0.0032'}, {'element': 'I/icon_login', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'P/getUser_loginAction', 'mean': '0.7741', 'std': '0.0077'}, {'element': 'I/productImages_category', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'R/getAds_product', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'P/category_logout', 'mean': '3.5248', 'std': '0.0352'}, {'element': 'I/icon_index', 'mean': '0.7741', 'std': '0.0077'}, {'element': 'A/isLoggedIn_login', 'mean': '0.7741', 'std': '0.0077'}, {'element': 'I/icon_loginAction', 'mean': '0.3157', 'std': '0.0032'}, {'element': 'A/isLoggedIn_category', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'I/product_product', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'I/icon_logout', 'mean': '3.0664', 'std': '0.0307'}, {'element': 'A/isLoggedIn_product', 'mean': '1.2326', 'std': '0.0123'}]
series_2, 54, 57.1322, [{'element': 'Workload', 'frequency': '30', 'mean': '2.0000', 'std': '0.200000'}, {'element': 'W/index', 'mean': '1.2326', 'std': '0.0123'}, {'element': 'W/login', 'mean': '3.5248', 'std': '0.0352'}, {'element': 'W/loginAction', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'W/category', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'W/product', 'mean': '0.7741', 'std': '0.0077'}, {'element': 'W/logout', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'P/categories_index', 'mean': '1.2326', 'std': '0.0123'}, {'element': 'P/categories_login', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'A/login_loginAction', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'P/category_category', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'P/getProduct_product', 'mean': '0.7741', 'std': '0.0077'}, {'element': 'A/logout_logout', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'A/isLoggedIn_index', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'I/icon_login', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'P/getUser_loginAction', 'mean': '0.7741', 'std': '0.0077'}, {'element': 'I/productImages_category', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'R/getAds_product', 'mean': '0.3157', 'std': '0.0032'}, {'element': 'P/category_logout', 'mean': '3.5248', 'std': '0.0352'}, {'element': 'I/icon_index', 'mean': '0.7741', 'std': '0.0077'}, {'element': 'A/isLoggedIn_login', 'mean': '0.7741', 'std': '0.0077'}, {'element': 'I/icon_loginAction', 'mean': '0.3157', 'std': '0.0032'}, {'element': 'A/isLoggedIn_category', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'I/product_product', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'I/icon_logout', 'mean': '3.0664', 'std': '0.0307'}, {'element': 'A/isLoggedIn_product', 'mean': '1.2326', 'std': '0.0123'}]
series_3, 34, 169.459, [{'element': 'Workload', 'frequency': '30', 'mean': '2.0000', 'std': '0.200000'}, {'element': 'W/index', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'W/login', 'mean': '0.7741', 'std': '0.0077'}, {'element': 'W/loginAction', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'W/category', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'W/product', 'mean': '3.5248', 'std': '0.0352'}, {'element': 'W/logout', 'mean': '0.3157', 'std': '0.0032'}, {'element': 'P/categories_index', 'mean': '1.2326', 'std': '0.0123'}, {'element': 'P/categories_login', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'A/login_loginAction', 'mean': '0.3157', 'std': '0.0032'}, {'element': 'P/category_category', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'P/getProduct_product', 'mean': '0.7741', 'std': '0.0077'}, {'element': 'A/logout_logout', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'A/isLoggedIn_index', 'mean': '0.3157', 'std': '0.0032'}, {'element': 'I/icon_login', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'P/getUser_loginAction', 'mean': '0.7741', 'std': '0.0077'}, {'element': 'I/productImages_category', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'R/getAds_product', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'P/category_logout', 'mean': '3.5248', 'std': '0.0352'}, {'element': 'I/icon_index', 'mean': '0.7741', 'std': '0.0077'}, {'element': 'A/isLoggedIn_login', 'mean': '0.7741', 'std': '0.0077'}, {'element': 'I/icon_loginAction', 'mean': '0.3157', 'std': '0.0032'}, {'element': 'A/isLoggedIn_category', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'I/product_product', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'I/icon_logout', 'mean': '3.0664', 'std': '0.0307'}, {'element': 'A/isLoggedIn_product', 'mean': '1.2326', 'std': '0.0123'}]
series_3, 54, 58.9746, [{'element': 'Workload', 'frequency': '30', 'mean': '2.0000', 'std': '0.200000'}, {'element': 'W/index', 'mean': '1.2326', 'std': '0.0123'}, {'element': 'W/login', 'mean': '3.5248', 'std': '0.0352'}, {'element': 'W/loginAction', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'W/category', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'W/product', 'mean': '0.7741', 'std': '0.0077'}, {'element': 'W/logout', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'P/categories_index', 'mean': '1.2326', 'std': '0.0123'}, {'element': 'P/categories_login', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'A/login_loginAction', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'P/category_category', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'P/getProduct_product', 'mean': '0.7741', 'std': '0.0077'}, {'element': 'A/logout_logout', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'A/isLoggedIn_index', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'I/icon_login', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'P/getUser_loginAction', 'mean': '0.7741', 'std': '0.0077'}, {'element': 'I/productImages_category', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'R/getAds_product', 'mean': '0.3157', 'std': '0.0032'}, {'element': 'P/category_logout', 'mean': '3.5248', 'std': '0.0352'}, {'element': 'I/icon_index', 'mean': '0.7741', 'std': '0.0077'}, {'element': 'A/isLoggedIn_login', 'mean': '0.7741', 'std': '0.0077'}, {'element': 'I/icon_loginAction', 'mean': '0.3157', 'std': '0.0032'}, {'element': 'A/isLoggedIn_category', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'I/product_product', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'I/icon_logout', 'mean': '3.0664', 'std': '0.0307'}, {'element': 'A/isLoggedIn_product', 'mean': '1.2326', 'std': '0.0123'}]
series_4, 34, 170.664, [{'element': 'Workload', 'frequency': '30', 'mean': '2.0000', 'std': '0.200000'}, {'element': 'W/index', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'W/login', 'mean': '0.7741', 'std': '0.0077'}, {'element': 'W/loginAction', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'W/category', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'W/product', 'mean': '3.5248', 'std': '0.0352'}, {'element': 'W/logout', 'mean': '0.3157', 'std': '0.0032'}, {'element': 'P/categories_index', 'mean': '1.2326', 'std': '0.0123'}, {'element': 'P/categories_login', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'A/login_loginAction', 'mean': '0.3157', 'std': '0.0032'}, {'element': 'P/category_category', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'P/getProduct_product', 'mean': '0.7741', 'std': '0.0077'}, {'element': 'A/logout_logout', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'A/isLoggedIn_index', 'mean': '0.3157', 'std': '0.0032'}, {'element': 'I/icon_login', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'P/getUser_loginAction', 'mean': '0.7741', 'std': '0.0077'}, {'element': 'I/productImages_category', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'R/getAds_product', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'P/category_logout', 'mean': '3.5248', 'std': '0.0352'}, {'element': 'I/icon_index', 'mean': '0.7741', 'std': '0.0077'}, {'element': 'A/isLoggedIn_login', 'mean': '0.7741', 'std': '0.0077'}, {'element': 'I/icon_loginAction', 'mean': '0.3157', 'std': '0.0032'}, {'element': 'A/isLoggedIn_category', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'I/product_product', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'I/icon_logout', 'mean': '3.0664', 'std': '0.0307'}, {'element': 'A/isLoggedIn_product', 'mean': '1.2326', 'std': '0.0123'}]
series_4, 54, 58.5603, [{'element': 'Workload', 'frequency': '30', 'mean': '2.0000', 'std': '0.200000'}, {'element': 'W/index', 'mean': '1.2326', 'std': '0.0123'}, {'element': 'W/login', 'mean': '3.5248', 'std': '0.0352'}, {'element': 'W/loginAction', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'W/category', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'W/product', 'mean': '0.7741', 'std': '0.0077'}, {'element': 'W/logout', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'P/categories_index', 'mean': '1.2326', 'std': '0.0123'}, {'element': 'P/categories_login', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'A/login_loginAction', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'P/category_category', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'P/getProduct_product', 'mean': '0.7741', 'std': '0.0077'}, {'element': 'A/logout_logout', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'A/isLoggedIn_index', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'I/icon_login', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'P/getUser_loginAction', 'mean': '0.7741', 'std': '0.0077'}, {'element': 'I/productImages_category', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'R/getAds_product', 'mean': '0.3157', 'std': '0.0032'}, {'element': 'P/category_logout', 'mean': '3.5248', 'std': '0.0352'}, {'element': 'I/icon_index', 'mean': '0.7741', 'std': '0.0077'}, {'element': 'A/isLoggedIn_login', 'mean': '0.7741', 'std': '0.0077'}, {'element': 'I/icon_loginAction', 'mean': '0.3157', 'std': '0.0032'}, {'element': 'A/isLoggedIn_category', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'I/product_product', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'I/icon_logout', 'mean': '3.0664', 'std': '0.0307'}, {'element': 'A/isLoggedIn_product', 'mean': '1.2326', 'std': '0.0123'}]
series_5, 34, 171.096, [{'element': 'Workload', 'frequency': '30', 'mean': '2.0000', 'std': '0.200000'}, {'element': 'W/index', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'W/login', 'mean': '0.7741', 'std': '0.0077'}, {'element': 'W/loginAction', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'W/category', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'W/product', 'mean': '3.5248', 'std': '0.0352'}, {'element': 'W/logout', 'mean': '0.3157', 'std': '0.0032'}, {'element': 'P/categories_index', 'mean': '1.2326', 'std': '0.0123'}, {'element': 'P/categories_login', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'A/login_loginAction', 'mean': '0.3157', 'std': '0.0032'}, {'element': 'P/category_category', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'P/getProduct_product', 'mean': '0.7741', 'std': '0.0077'}, {'element': 'A/logout_logout', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'A/isLoggedIn_index', 'mean': '0.3157', 'std': '0.0032'}, {'element': 'I/icon_login', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'P/getUser_loginAction', 'mean': '0.7741', 'std': '0.0077'}, {'element': 'I/productImages_category', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'R/getAds_product', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'P/category_logout', 'mean': '3.5248', 'std': '0.0352'}, {'element': 'I/icon_index', 'mean': '0.7741', 'std': '0.0077'}, {'element': 'A/isLoggedIn_login', 'mean': '0.7741', 'std': '0.0077'}, {'element': 'I/icon_loginAction', 'mean': '0.3157', 'std': '0.0032'}, {'element': 'A/isLoggedIn_category', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'I/product_product', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'I/icon_logout', 'mean': '3.0664', 'std': '0.0307'}, {'element': 'A/isLoggedIn_product', 'mean': '1.2326', 'std': '0.0123'}]
