Case 1, Seed 15
Format: series_name, timestep, value, change_elements
series_0, 24, 118.958, [{'element': 'Workload', 'frequency': '20', 'mean': '3.0000', 'std': '0.300000'}, {'element': 'W/index', 'mean': '3.0664', 'std': '0.0307'}, {'element': 'W/login', 'mean': '0.3157', 'std': '0.0032'}, {'element': 'W/loginAction', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'W/category', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'W/product', 'mean': '1.2326', 'std': '0.0123'}, {'element': 'W/logout', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'P/categories_index', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'P/categories_login', 'mean': '0.7741', 'std': '0.0077'}, {'element': 'A/login_loginAction', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'P/category_category', 'mean': '3.5248', 'std': '0.0352'}, {'element': 'P/getProduct_product', 'mean': '3.0664', 'std': '0.0307'}, {'element': 'A/logout_logout', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'A/isLoggedIn_index', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'I/icon_login', 'mean': '3.0664', 'std': '0.0307'}, {'element': 'P/getUser_loginAction', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'I/productImages_category', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'R/getAds_product', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'P/category_logout', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'I/icon_index', 'mean': '3.5248', 'std': '0.0352'}, {'element': 'A/isLoggedIn_login', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'I/icon_loginAction', 'mean': '1.2326', 'std': '0.0123'}, {'element': 'A/isLoggedIn_category', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'I/product_product', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'I/icon_logout', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'A/isLoggedIn_product', 'mean': '3.5248', 'std': '0.0352'}]
series_0, 25, 117.793, [{'element': 'Workload', 'frequency': '20', 'mean': '3.0000', 'std': '0.300000'}, {'element': 'W/index', 'mean': '3.0664', 'std': '0.0307'}, {'element': 'W/login', 'mean': '0.3157', 'std': '0.0032'}, {'element': 'W/loginAction', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'W/category', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'W/product', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'W/logout', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'P/categories_index', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'P/categories_login', 'mean': '0.7741', 'std': '0.0077'}, {'element': 'A/login_loginAction', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'P/category_category', 'mean': '3.5248', 'std': '0.0352'}, {'element': 'P/getProduct_product', 'mean': '3.0664', 'std': '0.0307'}, {'element': 'A/logout_logout', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'A/isLoggedIn_index', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'I/icon_login', 'mean': '3.0664', 'std': '0.0307'}, {'element': 'P/getUser_loginAction', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'I/productImages_category', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'R/getAds_product', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'P/category_logout', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'I/icon_index', 'mean': '3.5248', 'std': '0.0352'}, {'element': 'A/isLoggedIn_login', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'I/icon_loginAction', 'mean': '1.2326', 'std': '0.0123'}, {'element': 'A/isLoggedIn_category', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'I/product_product', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'I/icon_logout', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'A/isLoggedIn_product', 'mean': '3.5248', 'std': '0.0352'}]
series_1, 24, 116.67, [{'element': 'Workload', 'frequency': '20', 'mean': '3.0000', 'std': '0.300000'}, {'element': 'W/index', 'mean': '3.0664', 'std': '0.0307'}, {'element': 'W/login', 'mean': '0.3157', 'std': '0.0032'}, {'element': 'W/loginAction', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'W/category', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'W/product', 'mean': '1.2326', 'std': '0.0123'}, {'element': 'W/logout', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'P/categories_index', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'P/categories_login', 'mean': '0.7741', 'std': '0.0077'}, {'element': 'A/login_loginAction', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'P/category_category', 'mean': '3.5248', 'std': '0.0352'}, {'element': 'P/getProduct_product', 'mean': '3.0664', 'std': '0.0307'}, {'element': 'A/logout_logout', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'A/isLoggedIn_index', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'I/icon_login', 'mean': '3.0664', 'std': '0.0307'}, {'element': 'P/getUser_loginAction', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'I/productImages_category', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'R/getAds_product', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'P/category_logout', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'I/icon_index', 'mean': '3.5248', 'std': '0.0352'}, {'element': 'A/isLoggedIn_login', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'I/icon_loginAction', 'mean': '1.2326', 'std': '0.0123'}, {'element': 'A/isLoggedIn_category', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'I/product_product', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'I/icon_logout', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'A/isLoggedIn_product', 'mean': '3.5248', 'std': '0.0352'}]
series_1, 25, 115.467, [{'element': 'Workload', 'frequency': '20', 'mean': '3.0000', 'std': '0.300000'}, {'element': 'W/index', 'mean': '3.0664', 'std': '0.0307'}, {'element': 'W/login', 'mean': '0.3157', 'std': '0.0032'}, {'element': 'W/loginAction', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'W/category', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'W/product', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'W/logout', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'P/categories_index', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'P/categories_login', 'mean': '0.7741', 'std': '0.0077'}, {'element': 'A/login_loginAction', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'P/category_category', 'mean': '3.5248', 'std': '0.0352'}, {'element': 'P/getProduct_product', 'mean': '3.0664', 'std': '0.0307'}, {'element': 'A/logout_logout', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'A/isLoggedIn_index', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'I/icon_login', 'mean': '3.0664', 'std': '0.0307'}, {'element': 'P/getUser_loginAction', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'I/productImages_category', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'R/getAds_product', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'P/category_logout', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'I/icon_index', 'mean': '3.5248', 'std': '0.0352'}, {'element': 'A/isLoggedIn_login', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'I/icon_loginAction', 'mean': '1.2326', 'std': '0.0123'}, {'element': 'A/isLoggedIn_category', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'I/product_product', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'I/icon_logout', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'A/isLoggedIn_product', 'mean': '3.5248', 'std': '0.0352'}]
series_2, 24, 116.665, [{'element': 'Workload', 'frequency': '20', 'mean': '3.0000', 'std': '0.300000'}, {'element': 'W/index', 'mean': '3.0664', 'std': '0.0307'}, {'element': 'W/login', 'mean': '0.3157', 'std': '0.0032'}, {'element': 'W/loginAction', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'W/category', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'W/product', 'mean': '1.2326', 'std': '0.0123'}, {'element': 'W/logout', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'P/categories_index', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'P/categories_login', 'mean': '0.7741', 'std': '0.0077'}, {'element': 'A/login_loginAction', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'P/category_category', 'mean': '3.5248', 'std': '0.0352'}, {'element': 'P/getProduct_product', 'mean': '3.0664', 'std': '0.0307'}, {'element': 'A/logout_logout', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'A/isLoggedIn_index', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'I/icon_login', 'mean': '3.0664', 'std': '0.0307'}, {'element': 'P/getUser_loginAction', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'I/productImages_category', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'R/getAds_product', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'P/category_logout', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'I/icon_index', 'mean': '3.5248', 'std': '0.0352'}, {'element': 'A/isLoggedIn_login', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'I/icon_loginAction', 'mean': '1.2326', 'std': '0.0123'}, {'element': 'A/isLoggedIn_category', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'I/product_product', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'I/icon_logout', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'A/isLoggedIn_product', 'mean': '3.5248', 'std': '0.0352'}]
series_2, 25, 115.292, [{'element': 'Workload', 'frequency': '20', 'mean': '3.0000', 'std': '0.300000'}, {'element': 'W/index', 'mean': '3.0664', 'std': '0.0307'}, {'element': 'W/login', 'mean': '0.3157', 'std': '0.0032'}, {'element': 'W/loginAction', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'W/category', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'W/product', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'W/logout', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'P/categories_index', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'P/categories_login', 'mean': '0.7741', 'std': '0.0077'}, {'element': 'A/login_loginAction', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'P/category_category', 'mean': '3.5248', 'std': '0.0352'}, {'element': 'P/getProduct_product', 'mean': '3.0664', 'std': '0.0307'}, {'element': 'A/logout_logout', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'A/isLoggedIn_index', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'I/icon_login', 'mean': '3.0664', 'std': '0.0307'}, {'element': 'P/getUser_loginAction', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'I/productImages_category', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'R/getAds_product', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'P/category_logout', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'I/icon_index', 'mean': '3.5248', 'std': '0.0352'}, {'element': 'A/isLoggedIn_login', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'I/icon_loginAction', 'mean': '1.2326', 'std': '0.0123'}, {'element': 'A/isLoggedIn_category', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'I/product_product', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'I/icon_logout', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'A/isLoggedIn_product', 'mean': '3.5248', 'std': '0.0352'}]
series_3, 24, 117.683, [{'element': 'Workload', 'frequency': '20', 'mean': '3.0000', 'std': '0.300000'}, {'element': 'W/index', 'mean': '3.0664', 'std': '0.0307'}, {'element': 'W/login', 'mean': '0.3157', 'std': '0.0032'}, {'element': 'W/loginAction', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'W/category', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'W/product', 'mean': '1.2326', 'std': '0.0123'}, {'element': 'W/logout', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'P/categories_index', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'P/categories_login', 'mean': '0.7741', 'std': '0.0077'}, {'element': 'A/login_loginAction', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'P/category_category', 'mean': '3.5248', 'std': '0.0352'}, {'element': 'P/getProduct_product', 'mean': '3.0664', 'std': '0.0307'}, {'element': 'A/logout_logout', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'A/isLoggedIn_index', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'I/icon_login', 'mean': '3.0664', 'std': '0.0307'}, {'element': 'P/getUser_loginAction', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'I/productImages_category', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'R/getAds_product', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'P/category_logout', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'I/icon_index', 'mean': '3.5248', 'std': '0.0352'}, {'element': 'A/isLoggedIn_login', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'I/icon_loginAction', 'mean': '1.2326', 'std': '0.0123'}, {'element': 'A/isLoggedIn_category', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'I/product_product', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'I/icon_logout', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'A/isLoggedIn_product', 'mean': '3.5248', 'std': '0.0352'}]
series_3, 25, 116.323, [{'element': 'Workload', 'frequency': '20', 'mean': '3.0000', 'std': '0.300000'}, {'element': 'W/index', 'mean': '3.0664', 'std': '0.0307'}, {'element': 'W/login', 'mean': '0.3157', 'std': '0.0032'}, {'element': 'W/loginAction', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'W/category', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'W/product', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'W/logout', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'P/categories_index', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'P/categories_login', 'mean': '0.7741', 'std': '0.0077'}, {'element': 'A/login_loginAction', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'P/category_category', 'mean': '3.5248', 'std': '0.0352'}, {'element': 'P/getProduct_product', 'mean': '3.0664', 'std': '0.0307'}, {'element': 'A/logout_logout', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'A/isLoggedIn_index', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'I/icon_login', 'mean': '3.0664', 'std': '0.0307'}, {'element': 'P/getUser_loginAction', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'I/productImages_category', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'R/getAds_product', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'P/category_logout', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'I/icon_index', 'mean': '3.5248', 'std': '0.0352'}, {'element': 'A/isLoggedIn_login', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'I/icon_loginAction', 'mean': '1.2326', 'std': '0.0123'}, {'element': 'A/isLoggedIn_category', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'I/product_product', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'I/icon_logout', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'A/isLoggedIn_product', 'mean': '3.5248', 'std': '0.0352'}]
series_4, 24, 120.773, [{'element': 'Workload', 'frequency': '20', 'mean': '3.0000', 'std': '0.300000'}, {'element': 'W/index', 'mean': '3.0664', 'std': '0.0307'}, {'element': 'W/login', 'mean': '0.3157', 'std': '0.0032'}, {'element': 'W/loginAction', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'W/category', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'W/product', 'mean': '1.2326', 'std': '0.0123'}, {'element': 'W/logout', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'P/categories_index', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'P/categories_login', 'mean': '0.7741', 'std': '0.0077'}, {'element': 'A/login_loginAction', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'P/category_category', 'mean': '3.5248', 'std': '0.0352'}, {'element': 'P/getProduct_product', 'mean': '3.0664', 'std': '0.0307'}, {'element': 'A/logout_logout', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'A/isLoggedIn_index', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'I/icon_login', 'mean': '3.0664', 'std': '0.0307'}, {'element': 'P/getUser_loginAction', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'I/productImages_category', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'R/getAds_product', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'P/category_logout', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'I/icon_index', 'mean': '3.5248', 'std': '0.0352'}, {'element': 'A/isLoggedIn_login', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'I/icon_loginAction', 'mean': '1.2326', 'std': '0.0123'}, {'element': 'A/isLoggedIn_category', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'I/product_product', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'I/icon_logout', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'A/isLoggedIn_product', 'mean': '3.5248', 'std': '0.0352'}]
series_4, 25, 119.428, [{'element': 'Workload', 'frequency': '20', 'mean': '3.0000', 'std': '0.300000'}, {'element': 'W/index', 'mean': '3.0664', 'std': '0.0307'}, {'element': 'W/login', 'mean': '0.3157', 'std': '0.0032'}, {'element': 'W/loginAction', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'W/category', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'W/product', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'W/logout', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'P/categories_index', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'P/categories_login', 'mean': '0.7741', 'std': '0.0077'}, {'element': 'A/login_loginAction', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'P/category_category', 'mean': '3.5248', 'std': '0.0352'}, {'element': 'P/getProduct_product', 'mean': '3.0664', 'std': '0.0307'}, {'element': 'A/logout_logout', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'A/isLoggedIn_index', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'I/icon_login', 'mean': '3.0664', 'std': '0.0307'}, {'element': 'P/getUser_loginAction', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'I/productImages_category', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'R/getAds_product', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'P/category_logout', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'I/icon_index', 'mean': '3.5248', 'std': '0.0352'}, {'element': 'A/isLoggedIn_login', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'I/icon_loginAction', 'mean': '1.2326', 'std': '0.0123'}, {'element': 'A/isLoggedIn_category', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'I/product_product', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'I/icon_logout', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'A/isLoggedIn_product', 'mean': '3.5248', 'std': '0.0352'}]
series_5, 24, 117.642, [{'element': 'Workload', 'frequency': '20', 'mean': '3.0000', 'std': '0.300000'}, {'element': 'W/index', 'mean': '3.0664', 'std': '0.0307'}, {'element': 'W/login', 'mean': '0.3157', 'std': '0.0032'}, {'element': 'W/loginAction', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'W/category', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'W/product', 'mean': '1.2326', 'std': '0.0123'}, {'element': 'W/logout', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'P/categories_index', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'P/categories_login', 'mean': '0.7741', 'std': '0.0077'}, {'element': 'A/login_loginAction', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'P/category_category', 'mean': '3.5248', 'std': '0.0352'}, {'element': 'P/getProduct_product', 'mean': '3.0664', 'std': '0.0307'}, {'element': 'A/logout_logout', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'A/isLoggedIn_index', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'I/icon_login', 'mean': '3.0664', 'std': '0.0307'}, {'element': 'P/getUser_loginAction', 'mean': '2.1495', 'std': '0.0215'}, {'element': 'I/productImages_category', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'R/getAds_product', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'P/category_logout', 'mean': '1.6910', 'std': '0.0169'}, {'element': 'I/icon_index', 'mean': '3.5248', 'std': '0.0352'}, {'element': 'A/isLoggedIn_login', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'I/icon_loginAction', 'mean': '1.2326', 'std': '0.0123'}, {'element': 'A/isLoggedIn_category', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'I/product_product', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'I/icon_logout', 'mean': '2.6079', 'std': '0.0261'}, {'element': 'A/isLoggedIn_product', 'mean': '3.5248', 'std': '0.0352'}]
